機構代碼,機構名稱,電話,縣市區名,地址,科別
3801012647,鳳凰中醫診所,,臺北市松山區,臺北市松山區南京東路三段303巷6弄9號1樓,"中醫一般科,"
3501010692,陳大昕耳鼻喉科診所,227676349,臺北市松山區,臺北市松山區八德路四段１００號,"耳鼻喉科,"
3501010754,吳耳鼻喉科診所,227679897,臺北市松山區,臺北市松山區三民路１１３巷１－１號,"耳鼻喉科,"
3501011144,尚群眼科診所,227493176,臺北市松山區,臺北市松山區南京東路五段４３號１樓,"眼科,"
3501015357,髮立現診所,02-27195353,臺北市松山區,臺北市松山區民生東路3段113巷6弄3號1樓,"外科,"
3501013273,奧斯卡眼科診所,2570-2299,臺北市松山區,臺北市松山區敦化南路1段7號2樓及3樓之1,"眼科,"
3501015348,恆美學診所,25776622,臺北市松山區,臺北市松山區南京東路4段56號2樓,"西醫一般科,"
3801012656,杏莆堂中醫診所,,臺北市松山區,臺北市松山區延壽街392號1樓,"中醫一般科,"
3801012683,華泰中醫診所,02-27651125,臺北市松山區,臺北市松山區新東街66巷18號1樓,"中醫一般科,"
3501014323,美人魚時尚婦產科診所,27191212,臺北市松山區,臺北市松山區南京東路三段331號9樓,"婦產科,"
3701013606,博美牙醫診所,27493409,臺北市松山區,臺北市松山區八德路4段106巷2弄20號1樓,"牙醫一般科,"
3501011108,雷湘安皮膚科診所,227660953,臺北市松山區,臺北市松山區三民路43巷1號,"皮膚科,"
3701010070,新中牙醫診所,227699798,臺北市松山區,臺北市松山區新中街１２之１號,"牙醫一般科,"
2701010024,交通部民用航空局航空醫務中心,225456700,臺北市松山區,臺北市松山區敦化北路405巷123弄10號,"西醫一般科,"
3801010518,理想中醫診所,227688080,臺北市松山區,臺北市松山區南京東路五段46號2樓,"中醫一般科,"
3801011855,維哲中醫診所,225770285,臺北市松山區,臺北市松山區南京東路四段102號4樓,"中醫一般科,"
3801010036,瑞宏中醫診所,227676663,臺北市松山區,臺北市松山區八德路四段６７３巷１０號,"中醫一般科,"
3801011926,永昌漢方中醫診所,02-37652549,臺北市松山區,臺北市松山區南京東路5段123巷2弄25號,"中醫一般科,"
3801012101,和豐中醫診所,27423905,臺北市松山區,臺北市松山區南京東路五段251巷24弄19號1樓,"中醫一般科,"
3501014672,臻品絕色診所,2717-1157,臺北市松山區,臺北市松山區興安街157號,"西醫一般科,"
3501014716,尚志塾遠絡診所,25771925,臺北市松山區,臺北市松山區南京東路四段164號3樓之1,"西醫一般科,"
3501015240,宥全診所,02-27678225,臺北市松山區,臺北市松山區民生東路5段216號1樓,"家庭醫學科,"
3701010105,哲伸牙醫診所,225788252,臺北市松山區,臺北市松山區八德路三段１０６巷５０號,"牙醫一般科,"
3501014574,李政洋身心診所,27620086,臺北市松山區,臺北市松山區三民路84號,"精神科,"
3701010383,竹君牙醫診所,227668290,臺北市松山區,臺北市松山區南京東路五段５４號２樓,"牙醫一般科,"
3801012594,茶米中醫診所,27480593,臺北市松山區,臺北市松山區南京東路五段225號3樓,"中醫一般科,"
3501014565,新心診所,27651222,臺北市松山區,臺北市松山區光復北路11巷63號,"外科,"
3501013282,邱楠超診所,2570-2296,臺北市松山區,臺北市松山區延吉街20號1樓,"耳鼻喉科,精神科,"
3501010852,周玄文診所,227130296,臺北市松山區,臺北市松山區民權東路三段１６０巷１９弄６號,"西醫一般科,"
3701014274,維一牙醫診所,02-27673569,臺北市松山區,臺北市松山區民生東路5段188號1樓,"牙醫一般科,"
3501011500,洪小兒科診所,227480630,臺北市松山區,臺北市松山區市民大道五段１６５號１樓,"兒科,"
3701012001,新東牙醫診所,227616182,臺北市松山區,臺北市松山區新東街11巷15--1號１樓,"牙醫一般科,"
3501015044,南京光澤診所,27495589,臺北市松山區,臺北市松山區南京東路五段154號2樓、156號2樓,"外科,"
3701013759,森之谷美學牙醫診所,(02)2528-3539,臺北市松山區,臺北市松山區南京東路五段40、42號,"牙醫一般科,"
3701014185,誠楷牙醫診所,0-25702685,臺北市松山區,臺北市松山區敦化南路1段7號3樓,"牙醫一般科,"
3501015222,名悅時尚診所,,臺北市松山區,臺北市松山區南京東路3段259號9樓,"外科,"
3501011331,美佳皮膚科診所,02 25795774,臺北市松山區,臺北市松山區八德路三段１６４號２樓,"皮膚科,"
3701010374,吉聖牙醫診所,227678535,臺北市松山區,臺北市松山區八德路四段７號,"牙醫一般科,"
3701013946,薏安牙醫診所,27121882,臺北市松山區,臺北市松山區南京東路四段197號2樓之2、2樓之3,"牙醫一般科,"
3701013142,李美玲牙醫診所,287124699,臺北市松山區,臺北市松山區民生東路三段１１３巷１１號２樓,"牙醫一般科,"
3701013544,微風牙醫診所,2772-3738,臺北市松山區,臺北市松山區復興南路1段51號2樓,"牙醫一般科,"
3501010647,張芳杰內兒科診所,227644400,臺北市松山區,臺北市松山區民生東路五段１３８巷７號,"內科,"
3501013488,怡碩視光眼科診所,25462219,臺北市松山區,臺北市松山區復興北路313巷28號,"眼科,"
3501014252,金贊診所,25782259,臺北市松山區,臺北市松山區南京東路四段66號2樓、寧安街68巷25號2樓,"外科,"
3501013835,泛亞皮膚科整形外科診所,27529999,臺北市松山區,臺北市松山區復興北路35號4樓,"皮膚科,整形外科,"
3801012398,聖唐中醫診所,25283226,臺北市松山區,臺北市松山區延壽街48號,"中醫一般科,"
3701013679,品睿牙醫診所,27138869,臺北市松山區,臺北市松山區民生東路三段113巷25弄6號2樓,"牙醫一般科,"
3501014225,弘光耳鼻喉科診所,02-27181177,臺北市松山區,臺北市松山區民生東路四段117號,"耳鼻喉科,"
3501014047,?眼明眼科診所,27120777,臺北市松山區,臺北市松山區南京東路三段309號2樓,"眼科,"
3501014216,景賀診所,87871528,臺北市松山區,臺北市松山區民生東路5段85號,"西醫一般科,"
3801012405,新富錦中醫診所,27471173,臺北市松山區,臺北市松山區民生東路5段203號,"中醫一般科,"
3701011764,啟瑞牙醫診所,227621707,臺北市松山區,臺北市松山區三民路１１０巷１０號１樓,"牙醫一般科,"
3701011835,黃系倫牙醫診所,227195674,臺北市松山區,臺北市松山區復興北路３１３巷３０號２樓,"牙醫一般科,"
3701013473,泰康牙醫診所,27618651,臺北市松山區,臺北市松山區南京東路五段６４號３樓,"牙醫一般科,"
3701011157,李國師牙醫診所,227117627,臺北市松山區,臺北市松山區八德路三段８１號２樓－２,"牙醫一般科,"
3501013433,聯安診所,25702155,臺北市松山區,臺北市松山區南京東路4段16號地下二樓,"西醫一般科,"
3701013348,誠美牙醫診所,27613729,臺北市松山區,臺北市松山區民生東路五段１６０號１樓,"牙醫一般科,"
3801011935,見安中醫診所,27618102,臺北市松山區,臺北市松山區基隆路一段３２號１、２樓,"中醫一般科,"
3801012094,育晟中醫診所,25786337,臺北市松山區,臺北市松山區延吉街46巷4號１樓,"中醫一般科,"
3801012138,楠桐中醫診所,27645115,臺北市松山區,臺北市松山區八德路四段94號,"中醫一般科,"
3801010287,國晉中醫診所,225781858,臺北市松山區,臺北市松山區光復南路６巷４６號,"中醫一般科,"
3501011439,王貞乃皮膚科診所,2547-5127,臺北市松山區,臺北市松山區民生東路四段80巷6弄7號,"皮膚科,"
3701013526,采鴻牙醫診所,25451339,臺北市松山區,臺北市松山區復興北路145號8樓,"牙醫一般科,"
3801012174,益茂中醫診所,25474767,臺北市松山區,臺北市松山區八德路三段12巷52弄10號,"中醫一般科,"
3501015080,傑尼斯時尚醫美整形外科診所,27681111,臺北市松山區,臺北市松山區南京東路五段230號3樓之7、3樓之8,"整形外科,"
3701013268,東方牙醫診所,27632056,臺北市松山區,臺北市松山區民生東路五段二六八號一樓,"牙醫一般科,"
3701011273,上傑牙醫診所,227765449,臺北市松山區,臺北市松山區八德路二段３８６號２樓－３,"牙醫一般科,"
3501015339,麥茵茲美形診所,27160377,臺北市松山區,臺北市松山區南京東路5段71號2樓之3、2樓之4及3樓之5,"西醫一般科,"
3501010058,林聰賢婦產科診所,227625290,臺北市松山區,臺北市松山區八德路四段３４５號２Ｆ,"婦產科,"
3801012745,彥明中醫診所,27495959,臺北市松山區,臺北市松山區南京東路5段250巷2弄1之1號1樓、1之2號(1樓),"中醫一般科,"
3701014112,八德牙醫診所,27664466,臺北市松山區,臺北市松山區八德路四段636號(實際營業地址:1、2層),"牙醫一般科,"
3701013660,胡廣煜牙醫診所,27136015,臺北市松山區,臺北市松山區民生東路三段118號6樓之3,"牙醫一般科,"
3501014145,佳德診所,87122626,臺北市松山區,臺北市松山區健康路18號、18之1號1樓及地下1層,"骨科,"
3701014158,靜巷美學牙醫診所,02-25454999,臺北市松山區,臺北市松山區民權東路3段106巷36號1樓,"牙醫一般科,"
3701011308,小林牙醫診所,227615141,臺北市松山區,臺北市松山區南京東路五段２９１巷３２號,"牙醫一般科,"
3501013611,富樂診所,25458706,臺北市松山區,臺北市松山區敦化北路167號1樓A區,"西醫一般科,"
3801011748,延吉中醫診所,25780767,臺北市松山區,臺北市松山區延吉街11號5樓之5,"中醫一般科,"
3701011997,群益牙醫診所,227672344,臺北市松山區,臺北市松山區光復北路１２３號１樓,"牙醫一般科,"
3501014930,聖光眼科診所,02-2718-3663,臺北市松山區,臺北市松山區南京東路四段181、183號,"眼科,"
3701010230,偉德牙醫診所,225781767,臺北市松山區,臺北市松山區南京東路四段１０６號２樓,"牙醫一般科,"
3701011022,立達牙醫診所,227122472,臺北市松山區,臺北市松山區敦化北路２２２巷６２號,"牙醫一般科,"
3801012727,欣百漢中醫診所,27631523,臺北市松山區,臺北市松山區南京東路5段80號1、2、3樓,"中醫一般科,"
3501015188,朱家庭醫學科診所,,臺北市松山區,臺北市松山區八德路3段12巷57弄39之1號1樓,"家庭醫學科,"
3701011086,慶華牙醫診所,225788527,臺北市松山區,臺北市松山區延吉街１０巷８號,"牙醫一般科,"
1501010010,博仁綜合醫院,225786677,臺北市松山區,臺北市松山區光復北路66號、68號地下一層、68號、68號2至7樓、68號2樓之1至7樓之1、68號2樓之2至7樓之2,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,急診醫學科,職業醫學科,西醫一般科,牙醫一般科,"
3801012030,仁和堂中醫診所,25288868,臺北市松山區,臺北市松山區八德路四段２０１號１樓,"中醫一般科,"
3501015446,立健美診所,25140268,臺北市松山區,臺北市松山區民權東路3段130號1樓,"西醫一般科,"
3501015286,全煜耳鼻喉科診所,87729068,臺北市松山區,臺北市松山區復興北路73號2樓,"耳鼻喉科,"
3501014636,松山大愛眼科診所,26330142,臺北市松山區,臺北市松山區南京東路五段269號1、2、3樓,"眼科,"
3501010987,華南小兒科診所,225786018,臺北市松山區,臺北市松山區延吉街３０巷１５號,"兒科,"
3501015464,芯橙診所,27310233,臺北市松山區,臺北市松山區復興北路33號6樓,"西醫一般科,"
3801012736,民生瀚威中醫診所,27568266,臺北市松山區,臺北市松山區新中街25號1樓,"中醫一般科,"
3501014805,達特邱診所,930953428,臺北市松山區,臺北市松山區八德路二段350號2樓,"外科,"
3501015366,耀渼麗醫學美容診所,25461917,臺北市松山區,臺北市松山區南京東路3段259號4樓,"西醫一般科,"
3701010534,健本牙醫診所,227626619,臺北市松山區,臺北市松山區八德路四段２１０－２號,"牙醫一般科,"
3501013040,安禾聯合診所,27137889,臺北市松山區,臺北市松山區民權東路三段一七八號三樓,"內科,兒科,西醫一般科,"
3501010263,康明哲小兒科內科診所,227675941,臺北市松山區,臺北市松山區三民路１３６巷１５號,"內科,兒科,"
3701014130,本質牙醫診所,,臺北市松山區,臺北市松山區南京東路5段167號(實際營業地址:1、2層),"牙醫一般科,"
3801012496,皇脈中醫診所,27670258,臺北市松山區,臺北市松山區八德路四段245巷29號,"中醫一般科,"
3701013624,松展牙醫診所,27487583,臺北市松山區,臺北市松山區三民路8號1樓,"牙醫一般科,"
3701014336,慶城牙醫診所,02-25450728,臺北市松山區,臺北市松山區長春路480號(1樓)及敦化北路120巷64號2樓,"牙醫一般科,"
3701013875,澄品牙醫診所,2718-5657,臺北市松山區,臺北市松山區敦化北路145巷73號,"牙醫一般科,"
3801012530,青花瓷養生中醫診所,37652278,臺北市松山區,臺北市松山區南京東路5段169號(2樓),"中醫一般科,"
3701011317,立人牙醫診所,227129649,臺北市松山區,臺北市松山區民權東路三段１０３巷１號,"牙醫一般科,"
3701010276,施牙醫診所,227668192,臺北市松山區,臺北市松山區三民路１４３號,"牙醫一般科,"
3501014476,鈞賀診所,27601155,臺北市松山區,臺北市松山區富錦街462號,"家庭醫學科,"
3701010776,固榮牙醫診所,225795714,臺北市松山區,臺北市松山區延吉街１６號,"牙醫一般科,"
3701010810,麟翔牙醫診所,227177558,臺北市松山區,臺北市松山區慶城街２４號２樓,"牙醫一般科,"
3701010883,崇民牙醫診所,02 27152476,臺北市松山區,臺北市松山區南京東路三段２５９號３樓,"牙醫一般科,"
3701010945,雅安牙醫診所,227160079,臺北市松山區,臺北市松山區民權東路三段117號,"牙醫一般科,"
3701010963,向虹牙醫診所,227161020,臺北市松山區,臺北市松山區民族東路７６１號,"牙醫一般科,"
3701010990,景仲牙醫診所,227129980,臺北市松山區,臺北市松山區復興北路２１５號,"牙醫一般科,"
3801012512,東青中醫診所,87870781,臺北市松山區,臺北市松山區民生東路五段245號、245之1號,"中醫一般科,"
3701011139,宏國牙醫診所,227601715,臺北市松山區,臺北市松山區民生東路五段１５號,"牙醫一般科,"
3701011228,揚登牙醫診所,227467427,臺北市松山區,臺北市松山區南京東路五段２５０巷９－３號１樓,"牙醫一般科,"
3701013973,佳誠美學牙醫診所,27633555,臺北市松山區,臺北市松山區南京東路五段232號,"牙醫一般科,"
4001010013,長庚醫療財團法人長庚診所,2713-6500#7078,臺北市松山區,臺北市松山區民生東路三段130巷9號2、3、4樓,"西醫一般科,"
3501014690,極光美學診所,2547-5959,臺北市松山區,臺北市松山區南京東路四段25號2樓,"西醫一般科,"
3701011399,林翰牙醫診所,227675531,臺北市松山區,臺北市松山區新東街３０巷42號,"牙醫一般科,"
3701011479,峰牙醫診所,227120199,臺北市松山區,臺北市松山區民生東路四段49號、53號地下1樓,"牙醫一般科,"
3701011522,明君牙醫診所,27621762,臺北市松山區,臺北市松山區八德路四段８０５號,"牙醫一般科,"
3701011666,元品牙醫診所,227473212,臺北市松山區,臺北市松山區饒河街１９８號,"牙醫一般科,"
3701011693,杏典牙醫診所,227494590,臺北市松山區,臺北市松山區民生東路5段103號２樓,"牙醫一般科,"
3701011728,暘昇牙醫診所,227781878,臺北市松山區,臺北市松山區南京東路三段２６０－１號２樓,"牙醫一般科,"
3701011773,台新牙醫診所,227616916,臺北市松山區,臺北市松山區民生東路五段１４６號２樓,"牙醫一般科,"
3701011817,饒河牙醫診所,227634917,臺北市松山區,臺北市松山區塔悠路１３號,"牙醫一般科,"
3701011862,敦品牙醫診所,225459770,臺北市松山區,臺北市松山區敦化北路２２２巷１０號,"牙醫一般科,"
3701010196,李玉閣牙醫診所,227688705,臺北市松山區,臺北市松山區南京東路五段１６３－３號３樓,"牙醫一般科,"
3701010203,宏慈牙醫診所,02276-00937,臺北市松山區,臺北市松山區光復南路21之4號,"牙醫一般科,"
3701010212,正斌牙醫診所,227131265,臺北市松山區,臺北市松山區南京東路四段７５巷１８號,"牙醫一般科,"
3701010285,光泰牙醫診所,225776567,臺北市松山區,臺北市松山區南京東路四段１７２號,"牙醫一般科,"
3501010094,劉內兒科診所,227603922,臺北市松山區,臺北市松山區民生東路五段148號、148之1號,"內科,兒科,"
3501010414,松山內兒科診所,27658676  27674262,臺北市松山區,臺北市松山區八德路四段２５５號,"內科,"
3501010530,林志聖眼科診所,227692376,臺北市松山區,臺北市松山區三民路１４０號,"眼科,"
3501010683,高國隆婦產科診所,02-27630047,臺北市松山區,臺北市松山區八德路四段257號2樓,"婦產科,"
3501010736,林忠志診所,227689577,臺北市松山區,臺北市松山區南京東路五段291巷20弄3之3號,"兒科,"
3501010763,陳炳堅內科診所,227637199,臺北市松山區,臺北市松山區延壽街３２７號,"內科,"
3501010790,王世興醫師診所,227476525,臺北市松山區,臺北市松山區八德路四段10號,"西醫一般科,"
3501010816,詹前俊小兒科診所,227653039,臺北市松山區,臺北市松山區民生東路五段１０５號,"兒科,"
3501010834,康瑞耳鼻喉科診所,225790045,臺北市松山區,臺北市松山區八德路三段154號1樓,"耳鼻喉科,"
3501010870,余內科診所,227675640,臺北市松山區,臺北市松山區八德路四段６４６號,"西醫一般科,"
