provider_code,name,city_dist,address,geocode_address
3701014292,勤美民生牙醫診所,臺北市松山區,臺北市松山區民生東路5段58號1樓,台北市松山區民生東路5段58號1樓
3701011933,虹福牙醫診所,臺北市松山區,臺北市松山區市民大道四段５３號,台北市松山區市民大道四段５３號
3801012692,春日和中醫診所,臺北市松山區,臺北市松山區復興北路81巷35號1樓,台北市松山區復興北路81巷35號1樓
3801012629,伍德中醫診所,臺北市松山區,臺北市松山區健康路231號,台北市松山區健康路231號
3701014318,金欣牙醫診所,臺北市松山區,臺北市松山區八德路3段164號1樓、164之1號(1樓),台北市松山區八德路3段164號1樓
3701014201,繼康美學牙醫診所,臺北市松山區,臺北市松山區延壽街337號1樓,台北市松山區延壽街337號1樓
3701014372,新和牙醫診所,臺北市松山區,臺北市松山區三民路74巷1之1號(1樓),台北市松山區三民路74巷1之1號(1樓)
3701014363,允品牙醫診所,臺北市松山區,臺北市松山區民生東路5段21號(1樓),台北市松山區民生東路5段21號(1樓)
3701014229,光與綠牙醫診所,臺北市松山區,臺北市松山區復興北路361巷8號1樓,台北市松山區復興北路361巷8號1樓
3701011899,冠亞牙醫診所,臺北市松山區,臺北市松山區八德路三段207號1樓,台北市松山區八德路三段207號1樓
3701011184,延齡牙醫診所,臺北市松山區,臺北市松山區延壽街１２５號,台北市松山區延壽街１２５號
3701014238,嘉一牙醫診所,臺北市松山區,臺北市松山區新東街11巷3號1樓,台北市松山區新東街11巷3號1樓
3701011451,蔡嘉倫牙醫診所,臺北市松山區,臺北市松山區民生東路三段１１６號３樓,台北市松山區民生東路三段１１６號３樓
3701010043,大統牙醫診所,臺北市松山區,臺北市松山區八德路三段２２５號２樓－４,台北市松山區八德路三段２２５號２樓－４
3801012718,民生漢唐中醫診所,臺北市松山區,臺北市松山區民生東路5段138巷3號2樓之5,台北市松山區民生東路5段138巷3號2樓之5
3801012709,爾雅中醫診所,臺北市松山區,臺北市松山區慶城街24號5樓,台北市松山區慶城街24號5樓
3801012674,渼生堂中醫診所,臺北市松山區,臺北市松山區八德路3段138號(1、2樓),台北市松山區八德路3段138號(1
3701014210,怡德牙醫診所,臺北市松山區,臺北市松山區八德路4段226號(1樓),台北市松山區八德路4段226號(1樓)
3801012638,欣悅中醫診所,臺北市松山區,臺北市松山區南京東路4段193號1樓,台北市松山區南京東路4段193號1樓
3701010605,丘牙醫診所,臺北市松山區,臺北市松山區民生東路五段２２２號,台北市松山區民生東路五段２２２號
3701014327,松新牙醫診所,臺北市松山區,臺北市松山區八德路4段687號2樓及689號2樓,台北市松山區八德路4段687號2樓及689號2樓
3701013777,得意牙醫診所,臺北市松山區,臺北市松山區民權東路三段160巷22號2樓之2,台北市松山區民權東路三段160巷22號2樓之2
3701013491,華中牙醫診所,臺北市松山區,臺北市松山區南京東路四段１１７號,台北市松山區南京東路四段１１７號
3701011068,仁惠牙醫診所,臺北市松山區,臺北市松山區八德路三段74巷64號,台北市松山區八德路三段74巷64號
3801010205,振誠中醫診所,臺北市松山區,臺北市松山區撫遠街３６８號,台北市松山區撫遠街３６８號
3801012656,杏莆堂中醫診所,臺北市松山區,臺北市松山區延壽街392號1樓,台北市松山區延壽街392號1樓
3801012683,華泰中醫診所,臺北市松山區,臺北市松山區新東街66巷18號1樓,台北市松山區新東街66巷18號1樓
3701013606,博美牙醫診所,臺北市松山區,臺北市松山區八德路4段106巷2弄20號1樓,台北市松山區八德路4段106巷2弄20號1樓
3701010070,新中牙醫診所,臺北市松山區,臺北市松山區新中街１２之１號,台北市松山區新中街１２之１號
3801010518,理想中醫診所,臺北市松山區,臺北市松山區南京東路五段46號2樓,台北市松山區南京東路五段46號2樓
3801011855,維哲中醫診所,臺北市松山區,臺北市松山區南京東路四段102號4樓,台北市松山區南京東路四段102號4樓
3801010036,瑞宏中醫診所,臺北市松山區,臺北市松山區八德路四段６７３巷１０號,台北市松山區八德路四段６７３巷１０號
3801011926,永昌漢方中醫診所,臺北市松山區,臺北市松山區南京東路5段123巷2弄25號,台北市松山區南京東路5段123巷2弄25號
3801012101,和豐中醫診所,臺北市松山區,臺北市松山區南京東路五段251巷24弄19號1樓,台北市松山區南京東路五段251巷24弄19號1樓
3701010105,哲伸牙醫診所,臺北市松山區,臺北市松山區八德路三段１０６巷５０號,台北市松山區八德路三段１０６巷５０號
3701010383,竹君牙醫診所,臺北市松山區,臺北市松山區南京東路五段５４號２樓,台北市松山區南京東路五段５４號２樓
3801012594,茶米中醫診所,臺北市松山區,臺北市松山區南京東路五段225號3樓,台北市松山區南京東路五段225號3樓
3701014274,維一牙醫診所,臺北市松山區,臺北市松山區民生東路5段188號1樓,台北市松山區民生東路5段188號1樓
3701012001,新東牙醫診所,臺北市松山區,臺北市松山區新東街11巷15--1號１樓,台北市松山區新東街11巷15--1號１樓
3701013759,森之谷美學牙醫診所,臺北市松山區,臺北市松山區南京東路五段40、42號,台北市松山區南京東路五段40
3701014185,誠楷牙醫診所,臺北市松山區,臺北市松山區敦化南路1段7號3樓,台北市松山區敦化南路1段7號3樓
3701010374,吉聖牙醫診所,臺北市松山區,臺北市松山區八德路四段７號,台北市松山區八德路四段７號
3701013946,薏安牙醫診所,臺北市松山區,臺北市松山區南京東路四段197號2樓之2、2樓之3,台北市松山區南京東路四段197號2樓之2
3701013142,李美玲牙醫診所,臺北市松山區,臺北市松山區民生東路三段１１３巷１１號２樓,台北市松山區民生東路三段１１３巷１１號２樓
3701013544,微風牙醫診所,臺北市松山區,臺北市松山區復興南路1段51號2樓,台北市松山區復興南路1段51號2樓
3801012398,聖唐中醫診所,臺北市松山區,臺北市松山區延壽街48號,台北市松山區延壽街48號
3701013679,品睿牙醫診所,臺北市松山區,臺北市松山區民生東路三段113巷25弄6號2樓,台北市松山區民生東路三段113巷25弄6號2樓
3801012405,新富錦中醫診所,臺北市松山區,臺北市松山區民生東路5段203號,台北市松山區民生東路5段203號
3701011764,啟瑞牙醫診所,臺北市松山區,臺北市松山區三民路１１０巷１０號１樓,台北市松山區三民路１１０巷１０號１樓
3701011835,黃系倫牙醫診所,臺北市松山區,臺北市松山區復興北路３１３巷３０號２樓,台北市松山區復興北路３１３巷３０號２樓
3701013473,泰康牙醫診所,臺北市松山區,臺北市松山區南京東路五段６４號３樓,台北市松山區南京東路五段６４號３樓
3701011157,李國師牙醫診所,臺北市松山區,臺北市松山區八德路三段８１號２樓－２,台北市松山區八德路三段８１號２樓－２
3701013348,誠美牙醫診所,臺北市松山區,臺北市松山區民生東路五段１６０號１樓,台北市松山區民生東路五段１６０號１樓
3801011935,見安中醫診所,臺北市松山區,臺北市松山區基隆路一段３２號１、２樓,台北市松山區基隆路一段３２號１
3801012094,育晟中醫診所,臺北市松山區,臺北市松山區延吉街46巷4號１樓,台北市松山區延吉街46巷4號１樓
3801012138,楠桐中醫診所,臺北市松山區,臺北市松山區八德路四段94號,台北市松山區八德路四段94號
3801010287,國晉中醫診所,臺北市松山區,臺北市松山區光復南路６巷４６號,台北市松山區光復南路６巷４６號
3701013526,采鴻牙醫診所,臺北市松山區,臺北市松山區復興北路145號8樓,台北市松山區復興北路145號8樓
3801012174,益茂中醫診所,臺北市松山區,臺北市松山區八德路三段12巷52弄10號,台北市松山區八德路三段12巷52弄10號
3701013268,東方牙醫診所,臺北市松山區,臺北市松山區民生東路五段二六八號一樓,台北市松山區民生東路五段二六八號一樓
3701011273,上傑牙醫診所,臺北市松山區,臺北市松山區八德路二段３８６號２樓－３,台北市松山區八德路二段３８６號２樓－３
3801012745,彥明中醫診所,臺北市松山區,臺北市松山區南京東路5段250巷2弄1之1號1樓、1之2號(1樓),台北市松山區南京東路5段250巷2弄1之1號1樓
3701014112,八德牙醫診所,臺北市松山區,臺北市松山區八德路四段636號(實際營業地址:1、2層),台北市松山區八德路四段636號(實際營業地址:1
3701013660,胡廣煜牙醫診所,臺北市松山區,臺北市松山區民生東路三段118號6樓之3,台北市松山區民生東路三段118號6樓之3
3701014158,靜巷美學牙醫診所,臺北市松山區,臺北市松山區民權東路3段106巷36號1樓,台北市松山區民權東路3段106巷36號1樓
3701011308,小林牙醫診所,臺北市松山區,臺北市松山區南京東路五段２９１巷３２號,台北市松山區南京東路五段２９１巷３２號
3801011748,延吉中醫診所,臺北市松山區,臺北市松山區延吉街11號5樓之5,台北市松山區延吉街11號5樓之5
3701011997,群益牙醫診所,臺北市松山區,臺北市松山區光復北路１２３號１樓,台北市松山區光復北路１２３號１樓
3701010230,偉德牙醫診所,臺北市松山區,臺北市松山區南京東路四段１０６號２樓,台北市松山區南京東路四段１０６號２樓
3701011022,立達牙醫診所,臺北市松山區,臺北市松山區敦化北路２２２巷６２號,台北市松山區敦化北路２２２巷６２號
3801012727,欣百漢中醫診所,臺北市松山區,臺北市松山區南京東路5段80號1、2、3樓,台北市松山區南京東路5段80號1
3701011086,慶華牙醫診所,臺北市松山區,臺北市松山區延吉街１０巷８號,台北市松山區延吉街１０巷８號
3801012030,仁和堂中醫診所,臺北市松山區,臺北市松山區八德路四段２０１號１樓,台北市松山區八德路四段２０１號１樓
3801012736,民生瀚威中醫診所,臺北市松山區,臺北市松山區新中街25號1樓,台北市松山區新中街25號1樓
3701010534,健本牙醫診所,臺北市松山區,臺北市松山區八德路四段２１０－２號,台北市松山區八德路四段２１０－２號
3701014130,本質牙醫診所,臺北市松山區,臺北市松山區南京東路5段167號(實際營業地址:1、2層),台北市松山區南京東路5段167號(實際營業地址:1
3801012496,皇脈中醫診所,臺北市松山區,臺北市松山區八德路四段245巷29號,台北市松山區八德路四段245巷29號
3701013624,松展牙醫診所,臺北市松山區,臺北市松山區三民路8號1樓,台北市松山區三民路8號1樓
3701014336,慶城牙醫診所,臺北市松山區,臺北市松山區長春路480號(1樓)及敦化北路120巷64號2樓,台北市松山區長春路480號(1樓)及敦化北路120巷64號2樓
3701013875,澄品牙醫診所,臺北市松山區,臺北市松山區敦化北路145巷73號,台北市松山區敦化北路145巷73號
3801012530,青花瓷養生中醫診所,臺北市松山區,臺北市松山區南京東路5段169號(2樓),台北市松山區南京東路5段169號(2樓)
3701011317,立人牙醫診所,臺北市松山區,臺北市松山區民權東路三段１０３巷１號,台北市松山區民權東路三段１０３巷１號
3701010276,施牙醫診所,臺北市松山區,臺北市松山區三民路１４３號,台北市松山區三民路１４３號
3701010776,固榮牙醫診所,臺北市松山區,臺北市松山區延吉街１６號,台北市松山區延吉街１６號
3701010810,麟翔牙醫診所,臺北市松山區,臺北市松山區慶城街２４號２樓,台北市松山區慶城街２４號２樓
3701010883,崇民牙醫診所,臺北市松山區,臺北市松山區南京東路三段２５９號３樓,台北市松山區南京東路三段２５９號３樓
3701010945,雅安牙醫診所,臺北市松山區,臺北市松山區民權東路三段117號,台北市松山區民權東路三段117號
3701010963,向虹牙醫診所,臺北市松山區,臺北市松山區民族東路７６１號,台北市松山區民族東路７６１號
3701010990,景仲牙醫診所,臺北市松山區,臺北市松山區復興北路２１５號,台北市松山區復興北路２１５號
3801012512,東青中醫診所,臺北市松山區,臺北市松山區民生東路五段245號、245之1號,台北市松山區民生東路五段245號
3701011139,宏國牙醫診所,臺北市松山區,臺北市松山區民生東路五段１５號,台北市松山區民生東路五段１５號
3701011228,揚登牙醫診所,臺北市松山區,臺北市松山區南京東路五段２５０巷９－３號１樓,台北市松山區南京東路五段２５０巷９－３號１樓
3701013973,佳誠美學牙醫診所,臺北市松山區,臺北市松山區南京東路五段232號,台北市松山區南京東路五段232號
3701011399,林翰牙醫診所,臺北市松山區,臺北市松山區新東街３０巷42號,台北市松山區新東街３０巷42號
3701011479,峰牙醫診所,臺北市松山區,臺北市松山區民生東路四段49號、53號地下1樓,台北市松山區民生東路四段49號
3701011522,明君牙醫診所,臺北市松山區,臺北市松山區八德路四段８０５號,台北市松山區八德路四段８０５號
3701011666,元品牙醫診所,臺北市松山區,臺北市松山區饒河街１９８號,台北市松山區饒河街１９８號
3701011693,杏典牙醫診所,臺北市松山區,臺北市松山區民生東路5段103號２樓,台北市松山區民生東路5段103號２樓
3701011728,暘昇牙醫診所,臺北市松山區,臺北市松山區南京東路三段２６０－１號２樓,台北市松山區南京東路三段２６０－１號２樓
3701011773,台新牙醫診所,臺北市松山區,臺北市松山區民生東路五段１４６號２樓,台北市松山區民生東路五段１４６號２樓
3701011817,饒河牙醫診所,臺北市松山區,臺北市松山區塔悠路１３號,台北市松山區塔悠路１３號
3701011862,敦品牙醫診所,臺北市松山區,臺北市松山區敦化北路２２２巷１０號,台北市松山區敦化北路２２２巷１０號
3701010196,李玉閣牙醫診所,臺北市松山區,臺北市松山區南京東路五段１６３－３號３樓,台北市松山區南京東路五段１６３－３號３樓
3701010203,宏慈牙醫診所,臺北市松山區,臺北市松山區光復南路21之4號,台北市松山區光復南路21之4號
3701010212,正斌牙醫診所,臺北市松山區,臺北市松山區南京東路四段７５巷１８號,台北市松山區南京東路四段７５巷１８號
3701010285,光泰牙醫診所,臺北市松山區,臺北市松山區南京東路四段１７２號,台北市松山區南京東路四段１７２號
3801012249,德昌中醫診所,臺北市松山區,臺北市松山區延吉街38號,台北市松山區延吉街38號
3701010034,長泰牙醫診所,臺北市松山區,臺北市松山區長春路５００號２樓,台北市松山區長春路５００號２樓
3701010114,明義牙醫診所,臺北市松山區,臺北市松山區長安東路二段２１５號５樓－２,台北市松山區長安東路二段２１５號５樓－２
3701010123,國峰牙醫診所,臺北市松山區,臺北市松山區撫遠街３７０號,台北市松山區撫遠街３７０號
3701010178,新華南牙醫診所,臺北市松山區,臺北市松山區延吉街２６號,台北市松山區延吉街２６號
1501010029,培靈醫院,臺北市松山區,臺北市松山區八德路四段355號,台北市松山區八德路四段355號
3801012325,宜陞中醫診所,臺北市松山區,臺北市松山區復興北路333號4樓之3、之4,台北市松山區復興北路333號4樓之3
3701013580,久恆牙醫診所,臺北市松山區,臺北市松山區民生東路5段93號,台北市松山區民生東路5段93號
3801012290,正一中醫診所,臺北市松山區,臺北市松山區延吉街18號1樓,台北市松山區延吉街18號1樓
3701011988,泛美牙醫診所,臺北市松山區,臺北市松山區光復北路１４１號１樓,台北市松山區光復北路１４１號１樓
3701010472,王樣牙醫診所,臺北市松山區,臺北市松山區敦化北路４巷３５號,台北市松山區敦化北路４巷３５號
3701011013,王誌牙醫診所,臺北市松山區,臺北市松山區民權東路三段１６０巷２４號,台北市松山區民權東路三段１６０巷２４號
3701013802,佳禾牙醫診所,臺北市松山區,臺北市松山區八德路四段6號,台北市松山區八德路四段6號
3701013811,恩信牙醫診所,臺北市松山區,臺北市松山區南京東路五段200號6樓之4,台北市松山區南京東路五段200號6樓之4
3701011915,樂福牙醫診所,臺北市松山區,臺北市松山區南京東路五段100號、102號6樓之1,台北市松山區南京東路五段100號
3701010061,政雄牙醫診所,臺北市松山區,臺北市松山區民生東路五段２４３號,台北市松山區民生東路五段２４３號
3701010169,正信牙醫診所,臺北市松山區,臺北市松山區民生東路五段１６５號２樓－１,台北市松山區民生東路五段１６５號２樓－１
3701013731,崇皓牙醫診所,臺北市松山區,臺北市松山區光復北路202號1樓,台北市松山區光復北路202號1樓
3701014087,兆恩牙醫診所,臺北市松山區,臺北市松山區興安街218號,台北市松山區興安街218號
3701011924,德基牙醫診所,臺北市松山區,臺北市松山區八德路三段27號2樓,台北市松山區八德路三段27號2樓
3701011951,長島牙醫診所,臺北市松山區,臺北市松山區民生東路五段９０號１樓,台北市松山區民生東路五段９０號１樓
3701011979,華美牙醫診所,臺北市松山區,臺北市松山區南京東路4段102號3樓,台北市松山區南京東路4段102號3樓
3701012038,碧礽牙醫診所,臺北市松山區,臺北市松山區光復北路８２號７樓,台北市松山區光復北路８２號７樓
3701012065,臻品牙醫診所,臺北市松山區,臺北市松山區民生東路五段１２０號３樓之４,台北市松山區民生東路五段１２０號３樓之４
3801012478,博康中醫診所,臺北市松山區,臺北市松山區南京東路五段280號,台北市松山區南京東路五段280號
3701014078,誼欣牙醫診所,臺北市松山區,臺北市松山區延壽街338號,台北市松山區延壽街338號
3801012567,漢浤堂健康中醫診所,臺北市松山區,臺北市松山區民生東路四段128號,台北市松山區民生東路四段128號
3701014096,柏林牙醫診所,臺北市松山區,臺北市松山區慶城街21之2號2樓,台北市松山區慶城街21之2號2樓
3701014005,新尊榮牙醫診所,臺北市松山區,臺北市松山區八德路四段674號,台北市松山區八德路四段674號
3701014050,喜樂芽牙醫診所,臺北市松山區,臺北市松山區八德路四段245巷33號,台北市松山區八德路四段245巷33號
3701013955,美學牙醫診所,臺北市松山區,臺北市松山區民生東路四段97巷1弄4號,台北市松山區民生東路四段97巷1弄4號
3701013964,康河牙醫診所,臺北市松山區,臺北市松山區南京東路四段77號2樓,台北市松山區南京東路四段77號2樓
3701013982,魔法兔齒顎矯正牙醫診所,臺北市松山區,臺北市松山區東興路2巷5號,台北市松山區東興路2巷5號
3701013820,雅客牙醫診所,臺北市松山區,臺北市松山區南京東路五段3號4樓,台北市松山區南京東路五段3號4樓
3701013151,張萬屏牙醫診所,臺北市松山區,臺北市松山區南京東路五段１２３巷８弄２號之４,台北市松山區南京東路五段１２３巷８弄２號之４
3701013188,大都會牙醫診所,臺北市松山區,臺北市松山區八德路三段110號,台北市松山區八德路三段110號
3701013213,康健牙醫診所,臺北市松山區,臺北市松山區延壽街１４３號,台北市松山區延壽街１４３號
3701013320,多倫多牙醫診所,臺北市松山區,臺北市松山區延吉街45號,台北市松山區延吉街45號
3701013428,紀泓輝牙醫診所,臺北市松山區,臺北市松山區民生東路四段８４－１號,台北市松山區民生東路四段８４－１號
3701013508,馨牙醫診所,臺北市松山區,臺北市松山區長春路506號,台北市松山區長春路506號
3701013517,傑美牙醫診所,臺北市松山區,臺北市松山區八德路三段172號1樓,台北市松山區八德路三段172號1樓
3701010436,元榜牙醫診所,臺北市松山區,臺北市松山區民生東路四段８８號,台北市松山區民生東路四段８８號
3701010507,周牙醫診所,臺北市松山區,臺北市松山區南京東路五段２５６號,台北市松山區南京東路五段２５６號
3701010543,西松牙醫診所,臺北市松山區,臺北市松山區南京東路五段２９１巷４號,台北市松山區南京東路五段２９１巷４號
3701027011,亞典牙醫診所,臺北市大安區,臺北市大安區復興南路二段82號2樓之1、84號2樓,台北市大安區復興南路二段82號2樓之1
3701021411,宗聖牙醫診所,臺北市大安區,臺北市大安區復興南路二段１５１巷８－１號,台北市大安區復興南路二段１５１巷８－１號
3701020610,聖心牙醫診所,臺北市大安區,臺北市大安區延吉街１４０號２樓,台北市大安區延吉街１４０號２樓
3701026309,漢光牙醫診所,臺北市大安區,臺北市大安區光復南路五七0號三樓,台北市大安區光復南路五七0號三樓
3701026372,怡豪牙醫診所,臺北市大安區,臺北市大安區忠孝東路四段一二 0號D棟九樓,台北市大安區忠孝東路四段一二0號D棟九樓
3701026416,理想家牙醫診所,臺北市大安區,臺北市大安區忠孝東路四段162號6樓,台北市大安區忠孝東路四段162號6樓
3701022310,保順牙醫診所,臺北市大安區,臺北市大安區羅斯福路三段２８３巷１３號,台北市大安區羅斯福路三段２８３巷１３號
3701022507,黃明仁牙醫診所,臺北市大安區,臺北市大安區延吉街２４２號,台北市大安區延吉街２４２號
3701022543,王叔岩牙醫診所,臺北市大安區,臺北市大安區泰順街１０號,台北市大安區泰順街１０號
3701020316,保仁牙醫診所,臺北市大安區,臺北市大安區羅斯福路三段２２７號３樓,台北市大安區羅斯福路三段２２７號３樓
3701020343,及人牙醫診所,臺北市大安區,臺北市大安區大安路一段１７０號２樓－１,台北市大安區大安路一段１７０號２樓－１
3701023577,復興牙醫診所,臺北市大安區,臺北市大安區復興南路二段１８０巷８號１樓,台北市大安區復興南路二段１８０巷８號１樓
3701023657,幸園全方位牙醫診所,臺北市大安區,臺北市大安區敦化南路二段１74號2Ｆ,台北市大安區敦化南路二段１74號2Ｆ
3701021706,永大牙醫診所,臺北市大安區,臺北市大安區和平東路二段１２７號,台北市大安區和平東路二段１２７號
3701020736,榮愛牙醫診所,臺北市大安區,臺北市大安區延吉街１０９號,台北市大安區延吉街１０９號
3701020781,明圳齒顎矯正專科診所,臺北市大安區,臺北市大安區和平東路一段91號3樓、3樓之1、3樓之2、10樓之1、10樓之2,台北市大安區和平東路一段91號3樓
3701020843,元華牙醫診所,臺北市大安區,臺北市大安區復興南路一段１３５巷１７號２樓之１,台北市大安區復興南路一段１３５巷１７號２樓之１
3701020996,廣大牙醫診所,臺北市大安區,臺北市大安區復興南路一段１３３號２樓,台北市大安區復興南路一段１３３號２樓
3701021199,三普牙醫診所,臺北市大安區,臺北市大安區安和路2段69巷8號,台北市大安區安和路2段69巷8號
3701021206,偉明牙醫診所,臺北市大安區,臺北市大安區仁愛路4段33號3樓之1,台北市大安區仁愛路4段33號3樓之1
3701021215,大勝牙醫診所,臺北市大安區,臺北市大安區復興南路二段３２０號,台北市大安區復興南路二段３２０號
3701021279,名人牙醫診所,臺北市大安區,臺北市大安區和平東路一段２００號２樓,台北市大安區和平東路一段２００號２樓
3701027708,品程牙醫診所,臺北市大安區,臺北市大安區信義路4段298號,台北市大安區信義路4段298號
3701027619,新潔明牙醫診所,臺北市大安區,臺北市大安區信義路三段149號2樓之1,台北市大安區信義路三段149號2樓之1
3801023686,陳運瑩中醫診所,臺北市大安區,臺北市大安區信義路四段265巷10弄2-1號,台北市大安區信義路四段265巷10弄2-1號
3701027799,璞心牙醫診所,臺北市大安區,臺北市大安區潮州街41號,台北市大安區潮州街41號
3701027780,中央公園精品牙醫診所,臺北市大安區,臺北市大安區信義路3段147巷11弄19號,台北市大安區信義路3段147巷11弄19號
3701027600,天下牙醫診所,臺北市大安區,臺北市大安區信義路四段140號2樓,台北市大安區信義路四段140號2樓
3801023613,田安然中醫診所,臺北市大安區,臺北市大安區信義路四段137號4樓,台北市大安區信義路四段137號4樓
3701027628,巧玉牙醫診所,臺北市大安區,臺北市大安區信義路4段263號4樓之1,台北市大安區信義路4段263號4樓之1
3801023720,欣華安中醫診所,臺北市大安區,臺北市大安區大安路1段215號(實際營業地址：一層、二層),台北市大安區大安路1段215號(實際營業地址：一層
1101020036,宏恩醫療財團法人宏恩綜合醫院,臺北市大安區,臺北市大安區仁愛路四段71巷1號、仁 愛路四段61號、仁愛路四段91巷16號,台北市大安區仁愛路四段71巷1號
3801023186,宜民時尚中醫診所,臺北市大安區,臺北市大安區忠孝東路4段170巷17弄9號,台北市大安區忠孝東路4段170巷17弄9號
3701027726,佛牙昌牙醫診所,臺北市大安區,臺北市大安區大安路1段101巷1號,台北市大安區大安路1段101巷1號
3801023766,奇璞光經方中醫診所,臺北市大安區,臺北市大安區大安路1段220巷11號,台北市大安區大安路1段220巷11號
3701020987,白宮牙醫診所,臺北市大安區,臺北市大安區忠孝東路四段２１６巷１１弄４號２Ｆ,台北市大安區忠孝東路四段２１６巷１１弄４號２Ｆ
3701021108,欣欣牙醫診所,臺北市大安區,臺北市大安區和平東路一段１９８號２樓,台北市大安區和平東路一段１９８號２樓
3701021251,復光牙醫診所,臺北市大安區,臺北市大安區仁愛路四段３９０號２樓,台北市大安區仁愛路四段３９０號２樓
3801023202,景崧現代中醫診所,臺北市大安區,臺北市大安區基隆路二段148號,台北市大安區基隆路二段148號
3701027119,朝代牙醫診所,臺北市大安區,臺北市大安區和平東路3段218號,台北市大安區和平東路3段218號
3701026612,八號牙醫診所,臺北市大安區,臺北市大安區通安街19巷1號,台北市大安區通安街19巷1號
3701026649,孩子王牙醫診所,臺北市大安區,臺北市大安區忠孝東路四段120-7號,台北市大安區忠孝東路四段120-7號
3701026756,美登牙醫診所,臺北市大安區,臺北市大安區金華街162之4號,台北市大安區金華街162之4號
3701026783,永峰台北牙醫診所,臺北市大安區,臺北市大安區新生南路三段7之1號,台北市大安區新生南路三段7之1號
3801024496,大安中醫診所,臺北市大安區,臺北市大安區大安路1段65號3樓、65號4樓,台北市大安區大安路1段65號3樓
3801024512,忠孝昌盛堂中醫診所,臺北市大安區,臺北市大安區忠孝東路4段205巷7弄1號3樓,台北市大安區忠孝東路4段205巷7弄1號3樓
3701028376,得愉牙醫診所,臺北市大安區,臺北市大安區復興南路1段107巷5弄27號2樓,台北市大安區復興南路1段107巷5弄27號2樓
3801024503,惠澤中醫診所,臺北市大安區,臺北市大安區泰順街44巷22-5號,台北市大安區泰順街44巷22-5號
3701028563,康禾牙醫診所,臺北市大安區,臺北市大安區敦化南路1段228號6樓,台北市大安區敦化南路1段228號6樓
3701028616,仁一牙醫診所,臺北市大安區,臺北市大安區仁愛路4段449號6樓,台北市大安區仁愛路4段449號6樓
3801024441,全相中醫診所,臺北市大安區,臺北市大安區安和路1段112巷19號,台北市大安區安和路1段112巷19號
3701021340,名流牙醫診所,臺北市大安區,臺北市大安區仁愛路四段１３７號２樓,台北市大安區仁愛路四段１３７號２樓
