name,district_code,address,lng,lat
余自興眼科診所,63000060,臺北市大同區重慶北路三段二一三號一樓,121.5139818,25.07024847
黃眼科診所,63000060,臺北市大同區重慶北路三段２５６號２樓,121.5135837,25.07139926
大龍峒耳鼻喉科診所,63000060,臺北市大同區民族西路223之5號,121.5128326,25.06877266
包眼科診所,63000060,臺北市大同區保安街５４之１號,121.5126736,25.05906106
朱世輝耳鼻喉科診所,63000060,臺北市大同區民權西路１０６號2樓,121.517319,25.06272173
周承良耳鼻喉科診所,63000060,臺北市大同區延平北路一段二十二號,121.5118878,25.05053444
張漢權內科診所,63000060,臺北市大同區重慶北路一段９２號,121.5139262,25.05265428
聖心婦家醫診所,63000060,臺北市大同區保安街1之1號(1樓),121.5143158,25.0597941
中華民國防癆協會第一胸腔病防治所,63000060,臺北市大同區民權西路一○四號二樓,121.51752,25.06270491
周皮膚科診所,63000060,臺北市大同區延平北路一段二十六號,121.511881,25.05062325
延平耳鼻喉科診所,63000060,臺北市大同區重慶北路二段二三五之四號一樓,121.5137377,25.06226271
台北聖仁皮膚科診所,63000060,臺北市大同區南京西路71號2樓,121.5187699,25.05316751
黃隆慶婦產科診所,63000060,臺北市大同區歸綏街181號2樓之1,121.5131454,25.05827692
廣安診所,63000060,臺北市大同區大龍街１７７巷３號,121.5161289,25.06894713
羅志弘診所,63000060,臺北市大同區重慶北路三段１１５號,121.5139313,25.06748717
夏立雲診所,63000060,臺北市大同區保安街４３號,121.5123314,25.0591614
趙黎海診所,63000060,臺北市大同區哈密街六十七號,121.515205,25.07307041
建成診所,63000060,臺北市大同區長安西路82號,121.5191825,25.050303
廣博診所,63000060,臺北市大同區長安西路二二O巷五號,121.5147477,25.051401
伊甸診所,63000060,臺北市大同區承德路一段66號8樓,121.5171487,25.05204859
林仲皮膚科診所,63000060,臺北市大同區延平北路2段20號,121.5116401,25.0543401
和泰內科診所,63000060,臺北市大同區南京西路406號8樓,121.5098505,25.05320318
羅源彰診所,63000060,臺北市大同區長安西路137號,121.515086,25.0514479
梅約內科診所,63000060,臺北市大同區長安西路88號1、2、3樓,121.5189682,25.05035139
慶吉診所,63000060,臺北市大同區重慶北路三段209號,121.5139786,25.07017054
澤康診所,63000060,臺北市大同區重慶北路三段71號,121.5139096,25.06634774
建順診所,63000060,臺北市大同區甘州街51號,121.5128537,25.05967673
梅約診所,63000060,臺北市大同區長安西路88號1、2、3樓,121.5189682,25.05035139
夏凱納生活診所,63000060,臺北市大同區五原路15號、19號2樓,121.5174404,25.0566598
宜康復健科診所,63000060,臺北市大同區民族西路124號、124之1號及126號,121.5166062,25.06844764
南西司鉑診所,63000060,臺北市大同區南京西路30號10樓之1,121.5198536,25.05261058
永欣診所,63000060,臺北市大同區南京西路30號3樓之3,121.5198557,25.0526014
南西維格皮膚科診所,63000060,臺北市大同區南京西路22號3樓之1、3樓之2,121.5199933,25.05257769
祥恩耳鼻喉科診所,63000060,臺北市大同區民生西路195號,121.5167145,25.05728171
祐雙診所,63000060,臺北市大同區民生西路138號2樓,121.5188847,25.05731117
永茂醫美診所,63000060,臺北市大同區南京西路22號8樓,121.5200572,25.0525668
寧夏診所,63000060,臺北市大同區民生西路236號,121.5144161,25.05689217
大同耳鼻喉科診所,63000060,臺北市大同區重慶北路三段250之3、250之4號,121.5135665,25.0710051
紘成診所,63000060,臺北市大同區長安西路53巷7弄1之1號1樓,121.5177977,25.0514658
志勛皮膚科診所,63000060,臺北市大同區重慶北路二段2、4號(實際營業地址:1、2及3樓),121.5141169,25.0542294
京站好萊塢診所,63000060,臺北市大同區鄭州路3號(1樓、2樓、3樓),121.5158363,25.0491127
夢工場整形醫美診所,63000060,臺北市大同區承德路一段32號5樓,121.5167532,25.05068197
朵薇診所,63000060,臺北市大同區南京西路288號3樓之9、3樓之10、3樓之11,121.5139886,25.05391002
新旅程復健科診所,63000060,臺北市大同區民權西路237之7號(實際營業樓層:1樓、2樓)及237之9號(實際營業樓層:1樓、2樓),121.5118262,25.0636155
佑佳內科診所,63000060,臺北市大同區承德路2段142號1樓及2樓,121.5180041,25.05955401
喜聖診所,63000060,臺北市大同區長安西路235號(1樓)、237號(1樓)、239號2樓之1、239號2樓之2,121.5116764,25.05212809
賢福診所,63000060,臺北市大同區民權西路148號2樓,121.5157416,25.06276233
泉源診所,63000060,臺北市大同區庫倫街51之5號(1樓),121.5189724,25.0720651
牧人所身心醫學診所,63000060,臺北市大同區承德路3段232號1樓,121.5185086,25.07240609
圓山診所,63000060,臺北市大同區酒泉街131號(1樓),121.5144821,25.0721497
秀冠植髮診所,63000060,臺北市大同區延平北路1段110號2樓,121.5117232,25.05285055
千暘診所,63000060,臺北市大同區民權西路268號2樓、2樓之1、2樓之3,121.5120682,25.06273724
聖方診所,63000060,臺北市大同區長安西路177巷2號(1樓、2樓、3樓),121.5136827,25.0523477
美平方健康美學診所,63000060,臺北市大同區鄭州路119號2樓之1,121.5109697,25.0503203
悅昇診所,63000060,臺北市大同區錦西街50之1號(1樓),121.5199715,25.060238
妍植國際醫美診所,63000060,臺北市大同區南京西路44號(1、2、3樓),121.5193898,25.0527103
玉妍美醫美診所,,臺北市中山區中山北路2段145號(1樓、2樓),121.5227741,25.0622191
薇光御境美學診所,63000040,臺北市中山區樂群二路265巷40號(1、2樓)、42號(1、2樓),121.560388,25.0811607
沐慕身心診所,63000040,臺北市中山區四平街20號5樓,121.5309386,25.05359738
泓采診所,63000040,臺北市中山區建國北路2段137號1樓,121.537478,25.06049867
晨昕診所,63000040,臺北市中山區復興北路350號3樓,121.5439298,25.06006995
大直光澤診所,63000040,臺北市中山區敬業二路88號(1樓),121.554461,25.0821445
肌優谷大直萬豪診所,63000040,臺北市中山區樂群二路265巷16號(1、2樓),121.5607995,25.0807537
禾康診所,63000040,臺北市中山區林森北路486號1樓,121.5254823,25.0614079
中山適康復健科診所,63000040,臺北市中山區龍江路268號(1樓)、270號2樓之1,121.5406439,25.0605744
大直佳醫美人診所,63000040,臺北市中山區樂群三路287號1樓,121.5589626,25.08303259
生技明生診所,63000040,臺北市中山區中山北路1段72號2樓、2樓之1及2樓之2,121.5208258,25.04873946
台兒中山集英診所,63000040,臺北市中山區中山北路2段162號4樓及162號4樓之1,121.5223036,25.06321255
美迪大直婦產科診所,63000040,臺北市中山區北安路780號2樓,121.5537914,25.0850504
悅姿醫美診所,63000040,臺北市中山區林森北路526號(1、2樓),121.5254074,25.063213
極緻醫美診所,63000040,臺北市中山區南京東路2段96號5樓,121.5313575,25.05185462
振芝沃本診所,63000040,臺北市中山區復興北路290號2樓之1,121.5439073,25.05923167
德式診所,63000040,臺北市中山區德惠街9號4樓之9、4樓之10,121.52464,25.06679863
晶緻美學診所,63000040,臺北市中山區南京西路1之1號4樓,121.5216978,25.0525437
美麗線時尚診所,63000040,臺北市中山區南京東路2段76號2樓,121.5307966,25.05186378
中美診所,63000040,臺北市中山區南京東路3段210號6樓,121.5433406,25.05167087
上質健康管理診所,63000040,臺北市中山區北安路780號6樓,121.5537914,25.0850504
瑞新時尚診所,63000040,臺北市中山區植福路308號9樓,121.5613094,25.08095617
初日診所,63000040,臺北市中山區民生東路2段163號3樓,121.5363831,25.0581135
萊佳形象美學診所,63000040,臺北市中山區復興北路48號2樓,121.5437601,25.0495375
中山元晨診所,63000040,臺北市中山區中山北路1段145號(7樓),121.5226127,25.0526041
美麗境界南京復興診所,63000040,臺北市中山區南京東路三段201號4樓之1,121.5425212,25.05209062
品漾診所,63000040,臺北市中山區松江路274號6樓,121.5329483,25.05974668
千代田八千代診所,63000040,臺北市中山區南京西路1號6樓之7之8及7樓之11之12,121.5220846,25.05247137
永育樂群診所,63000040,臺北市中山區樂群二路210之2號(1樓),121.559291,25.079518
心湛美學診所,63000040,臺北市中山區南京東路2段60號12樓,121.5299207,25.05187135
柏克萊眼科診所,63000040,臺北市中山區明水路573號1樓,121.5516761,25.07986868
康倪美學診所,63000040,臺北市中山區龍江路106巷1號(1樓)及龍江路108號(1樓)、108號2樓、108號2樓之1,121.5402678,25.0528896
東方八千代診所,63000040,臺北市中山區南京西路1之1號8樓,121.5216978,25.0525437
芙美醫學診所,63000040,臺北市中山區中山北路3段45號2樓,121.5225375,25.06623836
中山淨妍醫美診所,63000040,臺北市中山區南京東路2段20號3樓,121.5286446,25.05188662
晶華美醫診所,63000040,臺北市中山區中山北路2段39巷2之2號2、3、4樓,121.5232438,25.0539051
健柏診所,63000040,臺北市中山區明水路688號(地下一層)、1樓、2樓,121.5511359,25.0843493
台北維德診所,63000040,臺北市中山區民權東路3段66號(1、2樓),121.5408718,25.0624386
煥顏診所,63000040,臺北市中山區新生北路2段33巷9號1樓,121.5283397,25.05444554
羅浮婦女診所,63000040,臺北市中山區長安東路2段88號12樓、90號12樓,121.5343978,25.0483277
中山全美診所,63000040,臺北市中山區長春路152號(1樓、2樓),121.5318663,25.0547083
得心身醫學台北總診所,63000040,臺北市中山區復興北路60號3樓之2,121.5437805,25.05029622
皙妍診所,63000040,臺北市中山區新生北路2段53之3號1樓,121.5282398,25.05619511
安和美醫美外科診所,63000040,臺北市中山區錦州街12號2樓之1,121.5239052,25.06026033
聚英尊爵視光眼科診所,63000040,臺北市中山區樂群二路173號1樓及187號2樓之1,121.557544,25.08015292
豐秀整形外科診所,63000040,臺北市中山區中山北路2段52號2樓,121.5225521,25.0562674
元鼎診所,63000040,臺北市中山區長安東路2段184號2樓之1,121.5413605,25.04820463
維醫診所,63000040,臺北市中山區林森北路574號(1樓、2樓、3樓、4樓),121.5255667,25.0650395
卓越健康診所,63000040,臺北市中山區復興北路166號4樓,121.5438628,25.05360764
璞蘊整形外科診所,63000040,臺北市中山區南京東路2段76號5樓,121.5307966,25.05186378
睦霖復健科診所,63000040,臺北市中山區松江路274號2樓,121.5329483,25.05974668
花漾國際美學診所,63000040,臺北市中山區民權東路2段21號3樓,121.5290913,25.06279426
恆美學中山診所,63000040,臺北市中山區南京東路1段46號7樓,121.5244296,25.05196056
新田身心診所,63000040,臺北市中山區復興北路344號2樓,121.5439544,25.05977956
偉俐民生診所,63000040,臺北市中山區龍江路245號(1樓),121.5408178,25.0585555
MyHair生髮植鬍診所,63000040,臺北市中山區松江路276號7樓,121.5329505,25.05980936
長安東診所,63000040,臺北市中山區長安東路2段50之2號1樓,121.5323632,25.04836415
力安醫學診所,63000040,臺北市中山區樂群二路267號4樓,121.5603193,25.0801215
美朵整形外科診所,63000040,臺北市中山區中山北路2段31號5樓,121.5228326,25.0533272
莎斐爾整形外科診所,63000040,臺北市中山區南京東路2段11號7樓,121.5284226,25.05233637
翡翠診所,63000040,臺北市中山區松江路38巷33號1樓,121.5305867,25.0476656
銀河星辰醫美診所,63000040,臺北市中山區南京西路5之1號5樓之1,121.5213741,25.05260434
綠葉親子診所,63000040,臺北市中山區農安街12之1號(1樓),121.5240983,25.0648225
喜安診所,63000040,臺北市中山區新生北路1段66號3樓,121.5304029,25.04703079
吾霏醫美食驗室診所,63000040,臺北市中山區中山北路2段2號4樓,121.5223693,25.05258349
存奕美學診所,63000040,臺北市中山區中山北路2段52號3樓、3樓之1、3樓之2,121.5225521,25.0562674
欣妍診所,63000040,臺北市中山區松江路46巷12號1樓,121.5322703,25.04789426
新英格蘭診所,63000040,臺北市中山區松江路396號1樓,121.5330076,25.06365537
詩宓診所,63000040,臺北市中山區民生東路2段161號3樓,121.5362608,25.05811524
中崙國際診所,63000040,臺北市中山區八德路2段303號(1樓)、305號(1樓及2樓)、307號(1樓及2樓),121.542574,25.047355
達康診所,63000040,臺北市中山區龍江路298巷21號1樓,121.539522,25.06191709
佳飛雅緻美學診所,63000040,臺北市中山區中山北路2段39巷18號(1、2樓),121.5244905,25.0538647
中山顧家泌尿科診所,63000040,臺北市中山區中山北路2段99號2樓,121.5231473,25.05960099
采騰診所,63000040,臺北市中山區復興北路38號6樓、40號6樓,121.5437528,25.04925524
南京粹究美學診所,63000040,臺北市中山區南京東路2段62號10樓,121.5301899,25.0517639
金蘋果美學診所,63000040,臺北市中山區遼寧街107之2號1樓,121.5420318,25.05083604
晶緻玥禾診所,63000040,臺北市中山區南京西路1之1號2樓,121.5209427,25.0526691
君綺整形外科診所,63000040,臺北市中山區南京東路2段111號2樓,121.5333824,25.05223189
大直佳恩診所,63000040,臺北市中山區北安路591號1樓及地下層,121.5486435,25.08194407
秀仁整形外科診所,63000040,臺北市中山區民生東路一段29號9樓之1,121.525124,25.05819682
黃建榮婦產科診所,63000040,臺北市中山區南京東路二段100號11樓、11樓之1、11樓之2、11樓之3、11樓之4及11樓之5,121.5318639,25.05185676
美麗好診所,63000040,臺北市中山區南京東路一段42號3樓,121.5242833,25.05196418
法緹美學時尚診所,63000040,臺北市中山區林森北路109號(實際營業地址：3樓),121.5251449,25.0504072
希望美醫診所,63000040,臺北市中山區南京西路8號8樓,121.5217053,25.05224085
彥靚診所,63000040,臺北市中山區松江路75之1號3樓,121.5331919,25.04968493
四季和安婦幼診所,63000040,臺北市中山區林森北路452號地下1樓、458號及458號3樓、460號及460號2樓、錦州街23巷3號3樓,121.5254308,25.0607616
心禾診所,63000040,臺北市中山區復興北路92號11樓之1,121.543809,25.05136284
創興診所,63000040,臺北市中山區復興北路378號地下二樓,121.5440433,25.0608421
景?復健科診所,63000040,臺北市中山區北安路607號、607之1號、595巷1號地下一層,121.5487516,25.0824638
固?診所,63000040,臺北市中山區北安路613號、595巷1號地下一層,121.548768,25.082687
鈺璽診所,63000040,臺北市中山區南京東路二段132號4樓,121.5336591,25.05183813
粹究美學診所,63000040,臺北市中山區 南京東路2段20號2樓,121.5286446,25.05188662
上直診所,63000040,臺北市中山區北安路458巷41弄49號,121.5464584,25.07940104
馨美診所,63000040,臺北市中山區中山北路二段77之1號2樓,121.5230609,25.05758269
育仁診所,63000040,臺北市中山區錦州街286號,121.5355504,25.06022846
高地植髮家診所,63000040,臺北市中山區南京東路三段91號2樓,121.5389659,25.05215522
好日子診所,63000040,臺北市中山區中山北路二段183巷3之3號,121.5234985,25.06377867
詹益偉耳鼻喉科診所,63000040,臺北市中山區北安路611號,121.5487899,25.08253091
振芝心身醫學診所,63000040,臺北市中山區復興北路282號2樓,121.5439312,25.05878498
